Customer ID,Product ID,Product Category,Purchase Amount,Purchase Date
CUST0474,PROD0016,Category 6,36.24,2023-07-04
CUST0326,PROD0027,Category 10,71.38,2022-01-20
CUST0337,PROD0007,Category 5,109.97,2024-12-16
CUST0358,PROD0050,Category 10,124.44,2021-05-17
CUST0332,PROD0002,Category 1,161.25,2024-11-22
CUST0216,PROD0011,Category 2,102.26,2021-01-29
CUST0114,PROD0012,Category 4,158.03,2021-12-22
CUST0290,PROD0009,Category 3,14.07,2021-12-27
CUST0153,PROD0007,Category 5,182.1,2020-03-18
CUST0220,PROD0035,Category 2,84.74,2022-12-20
CUST0123,PROD0009,Category 3,116.48,2020-07-04
CUST0294,PROD0031,Category 8,84.64,2021-12-29
CUST0421,PROD0030,Category 7,73.32,2022-11-17
CUST0281,PROD0010,Category 6,107.53,2024-12-20
CUST0135,PROD0032,Category 2,39.95,2022-05-07
CUST0458,PROD0050,Category 10,30.01,2020-01-21
CUST0486,PROD0044,Category 5,198.83,2020-09-10
CUST0114,PROD0005,Category 5,198.38,2023-07-17
CUST0298,PROD0029,Category 2,161.43,2020-06-10
CUST0210,PROD0015,Category 9,110.84,2021-08-18
CUST0148,PROD0003,Category 4,116.93,2021-09-16
CUST0226,PROD0010,Category 6,22.66,2024-10-24
CUST0310,PROD0047,Category 6,81.31,2024-11-17
CUST0172,PROD0026,Category 3,111.78,2024-07-19
CUST0181,PROD0031,Category 8,177.13,2020-03-26
CUST0254,PROD0024,Category 5,190.16,2024-07-14
CUST0500,PROD0021,Category 2,42.94,2021-05-10
CUST0063,PROD0047,Category 6,156.62,2022-01-16
CUST0432,PROD0042,Category 10,138.54,2023-11-07
CUST0040,PROD0023,Category 2,51.38,2020-01-29
CUST0389,PROD0039,Category 1,131.5,2023-03-25
CUST0425,PROD0045,Category 5,165.64,2020-06-06
CUST0037,PROD0036,Category 1,186.16,2023-12-08
CUST0490,PROD0034,Category 6,89.56,2023-04-05
CUST0328,PROD0037,Category 5,193.12,2023-08-27
CUST0086,PROD0026,Category 3,25.27,2022-08-25
CUST0479,PROD0048,Category 4,30.21,2022-06-25
CUST0402,PROD0031,Category 8,111.29,2023-08-31
CUST0169,PROD0002,Category 1,124.08,2020-05-30
CUST0209,PROD0034,Category 6,198.53,2023-06-02
CUST0190,PROD0031,Category 8,132.67,2023-10-02
CUST0232,PROD0044,Category 5,98.96,2020-08-23
CUST0030,PROD0023,Category 2,31.48,2020-07-17
CUST0205,PROD0038,Category 6,173.66,2023-07-16
CUST0166,PROD0036,Category 1,179.76,2023-05-09
CUST0457,PROD0023,Category 2,36.13,2024-05-06
CUST0075,PROD0008,Category 10,97.68,2022-06-28
CUST0079,PROD0021,Category 2,20.2,2022-10-01
CUST0342,PROD0043,Category 9,79.93,2023-01-27
CUST0451,PROD0036,Category 1,132.03,2020-04-08
CUST0381,PROD0049,Category 2,31.06,2024-02-05
CUST0386,PROD0027,Category 10,148.69,2021-05-03
CUST0088,PROD0032,Category 2,136.85,2023-06-18
CUST0275,PROD0037,Category 5,148.11,2020-08-10
CUST0021,PROD0009,Category 3,13.02,2024-08-11
CUST0372,PROD0004,Category 1,58.88,2023-03-07
CUST0461,PROD0050,Category 10,67.05,2024-10-06
CUST0449,PROD0021,Category 2,171.58,2023-12-22
CUST0360,PROD0019,Category 4,114.42,2021-11-20
CUST0448,PROD0047,Category 6,153.86,2021-11-12
CUST0194,PROD0047,Category 6,108.77,2023-09-25
CUST0345,PROD0025,Category 1,151.41,2024-10-01
CUST0449,PROD0031,Category 8,87.8,2022-10-08
CUST0150,PROD0015,Category 9,142.19,2021-10-28
CUST0467,PROD0018,Category 2,76.73,2020-08-09
CUST0376,PROD0017,Category 7,74.48,2020-12-23
CUST0210,PROD0045,Category 5,107.08,2023-09-18
CUST0135,PROD0050,Category 10,134.58,2021-02-05
CUST0283,PROD0029,Category 2,96.59,2024-07-10
CUST0232,PROD0016,Category 6,72.37,2021-03-11
CUST0454,PROD0047,Category 6,197.76,2022-07-25
CUST0073,PROD0037,Category 5,46.61,2020-02-08
CUST0028,PROD0047,Category 6,128.36,2020-10-19
CUST0233,PROD0017,Category 7,26.13,2024-07-02
CUST0433,PROD0015,Category 9,138.9,2023-12-20
CUST0395,PROD0050,Category 10,193.44,2023-01-12
CUST0035,PROD0012,Category 4,92.44,2023-09-02
CUST0496,PROD0013,Category 6,57.0,2024-06-06
CUST0422,PROD0021,Category 2,61.13,2023-02-04
CUST0388,PROD0028,Category 5,192.4,2021-06-24
CUST0109,PROD0035,Category 2,184.76,2024-06-05
CUST0264,PROD0026,Category 3,159.29,2024-11-22
CUST0315,PROD0021,Category 2,117.48,2023-07-18
CUST0496,PROD0025,Category 1,98.05,2021-03-03
CUST0177,PROD0036,Category 1,65.67,2022-09-01
CUST0460,PROD0029,Category 2,81.61,2020-06-07
CUST0435,PROD0044,Category 5,79.25,2022-05-23
CUST0049,PROD0048,Category 4,76.28,2022-05-07
CUST0060,PROD0002,Category 1,187.57,2022-08-30
CUST0366,PROD0049,Category 2,17.78,2020-11-29
CUST0146,PROD0037,Category 5,87.03,2020-04-01
CUST0256,PROD0050,Category 10,111.61,2022-12-07
CUST0098,PROD0019,Category 4,56.99,2020-12-08
CUST0229,PROD0028,Category 5,144.07,2023-03-24
CUST0062,PROD0007,Category 5,70.32,2023-07-06
CUST0469,PROD0015,Category 9,175.05,2021-09-26
CUST0342,PROD0043,Category 9,69.96,2024-03-12
CUST0006,PROD0015,Category 9,74.86,2020-03-28
CUST0497,PROD0004,Category 1,30.36,2021-03-21
CUST0433,PROD0047,Category 6,110.67,2020-05-30
CUST0473,PROD0048,Category 4,84.93,2021-12-01
CUST0258,PROD0005,Category 5,39.84,2024-05-05
CUST0109,PROD0047,Category 6,107.51,2023-10-30
CUST0274,PROD0002,Category 1,95.5,2021-10-22
CUST0455,PROD0025,Category 1,22.24,2021-12-08
CUST0443,PROD0032,Category 2,37.51,2024-07-27
CUST0069,PROD0032,Category 2,33.52,2022-06-11
CUST0370,PROD0011,Category 2,198.62,2023-07-31
CUST0045,PROD0026,Category 3,193.39,2020-05-21
CUST0220,PROD0015,Category 9,25.63,2023-04-19
CUST0400,PROD0026,Category 3,13.05,2021-10-15
CUST0201,PROD0001,Category 6,170.82,2021-06-23
CUST0212,PROD0020,Category 8,180.56,2021-12-30
CUST0036,PROD0008,Category 10,31.35,2022-05-29
CUST0402,PROD0011,Category 2,10.88,2023-07-13
CUST0084,PROD0009,Category 3,67.59,2022-04-01
CUST0038,PROD0013,Category 6,96.34,2021-03-07
CUST0126,PROD0007,Category 5,56.71,2023-05-14
CUST0280,PROD0040,Category 3,171.99,2023-11-14
CUST0314,PROD0028,Category 5,162.78,2020-12-06
CUST0150,PROD0044,Category 5,74.14,2020-10-29
CUST0355,PROD0048,Category 4,185.64,2022-04-13
CUST0400,PROD0045,Category 5,154.74,2022-02-01
CUST0417,PROD0024,Category 5,12.53,2020-02-14
CUST0467,PROD0011,Category 2,159.1,2021-10-17
CUST0305,PROD0014,Category 4,134.1,2020-06-22
CUST0065,PROD0016,Category 6,173.75,2022-06-05
CUST0075,PROD0040,Category 3,50.59,2024-04-09
CUST0255,PROD0008,Category 10,16.77,2024-01-05
CUST0114,PROD0017,Category 7,187.97,2023-07-14
CUST0374,PROD0015,Category 9,91.52,2022-04-14
CUST0243,PROD0043,Category 9,188.08,2022-10-06
CUST0012,PROD0024,Category 5,37.06,2021-10-07
CUST0159,PROD0012,Category 4,96.69,2024-10-14
CUST0211,PROD0030,Category 7,88.83,2023-07-22
CUST0011,PROD0014,Category 4,121.24,2020-03-06
CUST0431,PROD0047,Category 6,90.63,2022-09-24
CUST0275,PROD0008,Category 10,45.11,2020-11-23
CUST0059,PROD0029,Category 2,169.52,2023-01-30
CUST0025,PROD0008,Category 10,107.65,2021-02-09
CUST0442,PROD0044,Category 5,144.41,2022-01-17
CUST0085,PROD0046,Category 3,41.06,2024-11-10
CUST0227,PROD0016,Category 6,34.35,2022-03-05
CUST0262,PROD0050,Category 10,135.08,2020-02-13
CUST0410,PROD0019,Category 4,102.93,2024-04-21
CUST0260,PROD0014,Category 4,142.49,2020-05-04
CUST0095,PROD0016,Category 6,180.71,2021-06-18
CUST0195,PROD0019,Category 4,121.28,2020-11-11
CUST0039,PROD0037,Category 5,86.23,2022-04-10
CUST0391,PROD0005,Category 5,196.07,2022-08-03
CUST0180,PROD0002,Category 1,155.63,2020-05-22
CUST0350,PROD0040,Category 3,168.24,2020-03-16
CUST0377,PROD0002,Category 1,104.16,2022-03-16
CUST0200,PROD0005,Category 5,35.4,2021-05-07
CUST0421,PROD0048,Category 4,104.13,2021-04-17
CUST0138,PROD0013,Category 6,47.55,2022-02-26
CUST0255,PROD0008,Category 10,104.25,2022-04-27
CUST0296,PROD0003,Category 4,12.86,2022-03-14
CUST0243,PROD0046,Category 3,70.65,2024-03-15
CUST0277,PROD0012,Category 4,24.62,2024-12-27
CUST0200,PROD0046,Category 3,183.4,2022-02-13
CUST0020,PROD0036,Category 1,73.73,2023-05-05
CUST0244,PROD0049,Category 2,77.78,2023-03-31
CUST0496,PROD0014,Category 4,28.73,2020-10-01
CUST0067,PROD0043,Category 9,67.99,2023-02-03
CUST0084,PROD0015,Category 9,118.12,2021-03-16
CUST0270,PROD0026,Category 3,192.33,2023-04-12
CUST0126,PROD0010,Category 6,118.58,2022-02-16
CUST0471,PROD0036,Category 1,42.04,2023-07-09
CUST0326,PROD0024,Category 5,97.41,2024-06-24
CUST0098,PROD0010,Category 6,181.42,2023-04-19
CUST0396,PROD0029,Category 2,75.57,2020-08-23
CUST0092,PROD0008,Category 10,191.77,2020-08-31
CUST0361,PROD0048,Category 4,19.88,2024-12-08
CUST0320,PROD0024,Category 5,98.8,2023-09-02
CUST0126,PROD0022,Category 8,140.38,2021-01-29
CUST0124,PROD0001,Category 6,61.17,2021-11-14
CUST0434,PROD0049,Category 2,161.46,2021-09-24
CUST0091,PROD0010,Category 6,139.64,2022-12-29
CUST0082,PROD0029,Category 2,148.24,2024-01-11
CUST0445,PROD0032,Category 2,174.27,2024-07-14
CUST0415,PROD0012,Category 4,190.87,2021-01-11
CUST0431,PROD0002,Category 1,21.96,2020-08-14
CUST0288,PROD0001,Category 6,97.4,2021-12-14
CUST0422,PROD0039,Category 1,113.18,2023-01-31
CUST0201,PROD0006,Category 3,97.45,2022-09-15
CUST0074,PROD0021,Category 2,63.31,2024-07-20
CUST0325,PROD0045,Category 5,186.68,2022-05-13
CUST0444,PROD0022,Category 8,62.46,2021-05-27
CUST0179,PROD0002,Category 1,151.51,2022-03-13
CUST0038,PROD0018,Category 2,13.87,2020-02-03
CUST0154,PROD0012,Category 4,166.49,2020-02-12
CUST0422,PROD0002,Category 1,45.36,2022-07-07
CUST0318,PROD0016,Category 6,88.72,2023-02-17
CUST0363,PROD0047,Category 6,172.34,2021-04-10
CUST0245,PROD0014,Category 4,71.4,2020-02-02
CUST0100,PROD0034,Category 6,38.4,2022-08-21
CUST0361,PROD0028,Category 5,45.06,2023-05-24
CUST0034,PROD0001,Category 6,109.21,2020-05-12
CUST0196,PROD0025,Category 1,128.33,2022-05-17
CUST0038,PROD0002,Category 1,138.91,2021-06-28
CUST0299,PROD0044,Category 5,100.04,2023-07-23
CUST0026,PROD0027,Category 10,106.57,2024-07-19
CUST0440,PROD0035,Category 2,146.62,2020-04-09
CUST0383,PROD0044,Category 5,100.92,2021-04-25
CUST0073,PROD0009,Category 3,20.04,2023-02-05
CUST0061,PROD0009,Category 3,36.91,2022-02-19
CUST0393,PROD0041,Category 7,88.09,2020-09-11
CUST0494,PROD0003,Category 4,12.46,2022-06-01
CUST0249,PROD0038,Category 6,157.27,2020-08-21
CUST0274,PROD0022,Category 8,116.48,2022-03-04
CUST0361,PROD0006,Category 3,198.19,2024-08-03
CUST0148,PROD0002,Category 1,133.99,2024-11-06
CUST0064,PROD0016,Category 6,25.16,2024-12-25
CUST0319,PROD0017,Category 7,170.89,2023-09-23
CUST0226,PROD0025,Category 1,74.02,2020-05-15
CUST0228,PROD0014,Category 4,193.29,2023-02-13
CUST0499,PROD0022,Category 8,143.28,2023-08-05
CUST0369,PROD0004,Category 1,190.06,2020-06-20
CUST0370,PROD0022,Category 8,44.77,2020-06-27
CUST0326,PROD0046,Category 3,56.23,2024-05-23
CUST0054,PROD0044,Category 5,153.49,2023-05-14
CUST0230,PROD0011,Category 2,81.95,2020-06-28
CUST0171,PROD0008,Category 10,11.52,2021-02-19
CUST0169,PROD0004,Category 1,122.45,2024-11-30
CUST0457,PROD0012,Category 4,76.13,2024-12-01
CUST0338,PROD0023,Category 2,153.74,2020-11-17
CUST0349,PROD0011,Category 2,140.39,2020-05-09
CUST0400,PROD0011,Category 2,198.84,2024-12-05
CUST0255,PROD0032,Category 2,54.44,2022-10-20
CUST0103,PROD0017,Category 7,38.97,2021-01-08
CUST0360,PROD0034,Category 6,104.38,2023-08-18
CUST0148,PROD0011,Category 2,23.57,2024-05-13
CUST0366,PROD0022,Category 8,158.83,2020-12-03
CUST0069,PROD0036,Category 1,86.22,2023-11-18
CUST0491,PROD0050,Category 10,145.35,2021-02-27
CUST0437,PROD0034,Category 6,160.98,2024-11-09
CUST0297,PROD0020,Category 8,175.03,2024-12-07
CUST0310,PROD0013,Category 6,64.21,2021-08-03
CUST0416,PROD0039,Category 1,11.95,2024-12-28
CUST0282,PROD0016,Category 6,173.44,2023-05-03
CUST0499,PROD0040,Category 3,65.85,2020-11-14
CUST0078,PROD0042,Category 10,104.16,2022-12-04
CUST0164,PROD0014,Category 4,62.6,2024-09-15
CUST0013,PROD0006,Category 3,191.31,2022-12-21
CUST0382,PROD0009,Category 3,96.53,2021-03-09
CUST0387,PROD0001,Category 6,154.23,2023-02-14
CUST0193,PROD0029,Category 2,79.95,2024-09-05
CUST0240,PROD0022,Category 8,171.29,2024-04-12
CUST0103,PROD0043,Category 9,121.02,2021-01-18
CUST0099,PROD0039,Category 1,152.34,2020-10-25
CUST0332,PROD0008,Category 10,186.96,2022-01-09
CUST0257,PROD0035,Category 2,77.2,2023-02-09
CUST0459,PROD0006,Category 3,173.27,2021-06-14
CUST0202,PROD0008,Category 10,119.15,2023-11-26
CUST0103,PROD0016,Category 6,187.72,2023-08-15
CUST0184,PROD0003,Category 4,78.62,2020-04-09
CUST0270,PROD0036,Category 1,53.44,2020-05-28
CUST0203,PROD0014,Category 4,153.54,2020-09-06
CUST0240,PROD0049,Category 2,51.99,2020-03-30
CUST0337,PROD0017,Category 7,57.84,2023-06-08
CUST0238,PROD0035,Category 2,184.74,2020-05-11
CUST0387,PROD0008,Category 10,69.99,2020-04-30
CUST0117,PROD0035,Category 2,54.88,2022-10-06
CUST0260,PROD0045,Category 5,108.15,2024-09-14
CUST0011,PROD0036,Category 1,159.0,2023-08-07
CUST0478,PROD0048,Category 4,36.3,2023-07-16
CUST0147,PROD0025,Category 1,193.65,2021-09-28
CUST0075,PROD0025,Category 1,139.13,2020-06-25
CUST0340,PROD0043,Category 9,148.57,2023-07-21
CUST0364,PROD0013,Category 6,90.45,2020-02-23
CUST0436,PROD0021,Category 2,42.89,2022-01-19
CUST0206,PROD0042,Category 10,38.3,2020-10-19
CUST0491,PROD0031,Category 8,116.63,2022-01-23
CUST0273,PROD0046,Category 3,65.33,2022-08-30
CUST0432,PROD0008,Category 10,175.67,2021-06-21
CUST0326,PROD0014,Category 4,140.63,2022-05-30
CUST0496,PROD0025,Category 1,64.81,2022-02-27
CUST0092,PROD0002,Category 1,127.06,2020-06-04
CUST0291,PROD0023,Category 2,36.77,2023-04-18
CUST0427,PROD0025,Category 1,78.58,2024-05-13
CUST0138,PROD0031,Category 8,97.31,2021-08-09
CUST0202,PROD0036,Category 1,80.44,2020-08-10
CUST0260,PROD0022,Category 8,72.53,2021-07-08
CUST0445,PROD0019,Category 4,183.74,2022-01-04
CUST0067,PROD0024,Category 5,124.45,2021-05-22
CUST0459,PROD0026,Category 3,196.11,2020-01-15
CUST0117,PROD0036,Category 1,57.89,2021-05-21
CUST0467,PROD0040,Category 3,141.07,2021-09-17
CUST0373,PROD0040,Category 3,157.75,2021-11-19
CUST0465,PROD0031,Category 8,99.51,2022-07-01
CUST0089,PROD0038,Category 6,98.74,2022-06-22
CUST0448,PROD0014,Category 4,60.98,2023-09-25
CUST0494,PROD0036,Category 1,122.13,2023-08-29
CUST0308,PROD0001,Category 6,42.73,2023-05-15
CUST0088,PROD0043,Category 9,167.27,2022-05-18
CUST0029,PROD0049,Category 2,70.04,2020-03-06
CUST0253,PROD0040,Category 3,70.1,2023-07-26
CUST0226,PROD0012,Category 4,11.53,2024-06-19
CUST0237,PROD0043,Category 9,136.13,2020-06-13
CUST0281,PROD0022,Category 8,174.44,2024-01-01
CUST0328,PROD0005,Category 5,58.72,2022-06-14
CUST0026,PROD0042,Category 10,119.18,2020-09-23
CUST0491,PROD0031,Category 8,14.95,2023-08-21
CUST0314,PROD0030,Category 7,35.73,2024-12-27
CUST0397,PROD0011,Category 2,191.61,2020-01-10
CUST0293,PROD0039,Category 1,78.78,2022-09-25
CUST0430,PROD0035,Category 2,104.6,2023-05-27
CUST0263,PROD0001,Category 6,80.93,2024-07-29
CUST0083,PROD0016,Category 6,36.86,2024-12-29
CUST0311,PROD0007,Category 5,134.09,2022-01-02
CUST0306,PROD0015,Category 9,31.0,2022-10-03
CUST0364,PROD0039,Category 1,190.29,2020-01-14
CUST0431,PROD0012,Category 4,67.81,2024-06-07
CUST0267,PROD0011,Category 2,86.34,2021-08-15
CUST0463,PROD0007,Category 5,53.92,2024-03-22
CUST0304,PROD0005,Category 5,65.51,2021-03-02
CUST0301,PROD0029,Category 2,173.82,2023-07-21
CUST0102,PROD0040,Category 3,160.65,2021-07-07
CUST0156,PROD0011,Category 2,130.74,2022-03-08
CUST0492,PROD0018,Category 2,37.81,2022-04-21
CUST0147,PROD0006,Category 3,129.2,2023-12-02
CUST0036,PROD0010,Category 6,193.95,2021-01-23
CUST0004,PROD0027,Category 10,174.34,2020-09-24
CUST0063,PROD0039,Category 1,175.78,2023-10-06
CUST0056,PROD0031,Category 8,87.44,2021-08-25
CUST0049,PROD0030,Category 7,89.72,2022-02-25
CUST0303,PROD0035,Category 2,115.29,2024-06-15
CUST0456,PROD0026,Category 3,54.84,2020-09-20
CUST0208,PROD0017,Category 7,190.32,2025-01-15
CUST0444,PROD0009,Category 3,105.05,2022-12-11
CUST0413,PROD0036,Category 1,164.0,2024-06-16
CUST0045,PROD0035,Category 2,172.55,2020-10-20
CUST0283,PROD0008,Category 10,196.16,2023-11-06
CUST0119,PROD0005,Category 5,144.18,2020-04-04
CUST0274,PROD0047,Category 6,85.97,2021-03-01
CUST0062,PROD0034,Category 6,119.27,2022-01-07
CUST0324,PROD0036,Category 1,120.05,2021-07-07
CUST0429,PROD0024,Category 5,152.12,2022-03-16
CUST0012,PROD0041,Category 7,133.69,2021-07-07
CUST0168,PROD0046,Category 3,78.58,2024-09-23
CUST0295,PROD0038,Category 6,61.35,2020-08-12
CUST0361,PROD0009,Category 3,192.85,2024-01-21
CUST0114,PROD0005,Category 5,191.03,2024-11-13
CUST0034,PROD0015,Category 9,39.65,2020-08-06
CUST0175,PROD0007,Category 5,132.21,2023-12-12
CUST0450,PROD0027,Category 10,117.81,2022-05-25
CUST0436,PROD0044,Category 5,95.18,2021-05-21
CUST0381,PROD0012,Category 4,45.61,2023-10-24
CUST0180,PROD0024,Category 5,59.37,2020-06-23
CUST0147,PROD0025,Category 1,197.08,2023-03-20
CUST0113,PROD0019,Category 4,191.21,2022-11-22
CUST0335,PROD0015,Category 9,29.44,2024-01-02
CUST0059,PROD0024,Category 5,50.87,2022-10-19
CUST0172,PROD0046,Category 3,186.7,2023-06-10
CUST0396,PROD0020,Category 8,120.95,2020-04-03
CUST0458,PROD0040,Category 3,46.13,2021-06-02
CUST0317,PROD0025,Category 1,199.78,2022-02-15
CUST0210,PROD0049,Category 2,58.99,2022-06-15
CUST0112,PROD0023,Category 2,177.39,2023-02-18
CUST0473,PROD0030,Category 7,172.58,2022-07-07
CUST0496,PROD0018,Category 2,148.23,2020-11-11
CUST0426,PROD0038,Category 6,62.83,2024-07-16
CUST0137,PROD0007,Category 5,46.98,2023-12-13
CUST0144,PROD0045,Category 5,12.08,2023-07-02
CUST0310,PROD0023,Category 2,129.36,2024-08-25
CUST0013,PROD0045,Category 5,169.55,2025-01-03
CUST0170,PROD0041,Category 7,46.81,2023-11-19
CUST0037,PROD0037,Category 5,78.57,2024-12-09
CUST0331,PROD0034,Category 6,12.26,2021-07-17
CUST0491,PROD0012,Category 4,117.39,2024-04-22
CUST0237,PROD0014,Category 4,125.78,2021-07-27
CUST0199,PROD0040,Category 3,111.89,2021-12-25
CUST0044,PROD0037,Category 5,146.21,2021-06-15
CUST0125,PROD0003,Category 4,150.22,2021-09-23
CUST0456,PROD0041,Category 7,100.48,2021-11-26
CUST0404,PROD0007,Category 5,148.59,2022-05-04
CUST0056,PROD0050,Category 10,141.46,2025-01-11
CUST0152,PROD0005,Category 5,153.26,2021-01-08
CUST0428,PROD0002,Category 1,74.66,2023-05-10
CUST0262,PROD0047,Category 6,155.77,2024-01-07
CUST0109,PROD0002,Category 1,11.88,2021-10-02
CUST0066,PROD0023,Category 2,131.23,2024-07-31
CUST0173,PROD0013,Category 6,145.83,2024-12-10
CUST0024,PROD0011,Category 2,42.29,2021-07-05
CUST0410,PROD0026,Category 3,22.87,2021-10-19
CUST0143,PROD0029,Category 2,70.44,2023-09-09
CUST0346,PROD0017,Category 7,53.56,2020-10-09
CUST0032,PROD0042,Category 10,190.54,2022-03-04
CUST0052,PROD0007,Category 5,130.05,2020-09-01
CUST0087,PROD0024,Category 5,132.98,2024-06-11
CUST0258,PROD0039,Category 1,60.28,2024-01-20
CUST0425,PROD0043,Category 9,143.68,2024-12-08
CUST0359,PROD0013,Category 6,92.47,2024-01-04
CUST0232,PROD0027,Category 10,151.5,2024-06-02
CUST0175,PROD0034,Category 6,44.1,2023-02-27
CUST0112,PROD0027,Category 10,143.71,2023-04-08
CUST0081,PROD0010,Category 6,171.12,2020-09-15
CUST0288,PROD0020,Category 8,111.35,2025-01-07
CUST0131,PROD0031,Category 8,91.54,2020-10-18
CUST0291,PROD0004,Category 1,58.48,2020-03-03
CUST0488,PROD0021,Category 2,166.52,2024-09-04
CUST0121,PROD0037,Category 5,33.24,2020-04-29
CUST0442,PROD0036,Category 1,64.94,2021-01-05
CUST0147,PROD0002,Category 1,128.68,2020-04-24
CUST0004,PROD0041,Category 7,42.28,2022-10-08
CUST0268,PROD0042,Category 10,18.3,2023-11-06
CUST0310,PROD0002,Category 1,39.32,2022-07-12
CUST0168,PROD0027,Category 10,144.07,2021-01-03
CUST0433,PROD0042,Category 10,189.15,2023-09-01
CUST0311,PROD0037,Category 5,86.75,2022-10-30
CUST0017,PROD0018,Category 2,123.56,2020-07-15
CUST0460,PROD0014,Category 4,146.71,2020-12-16
CUST0087,PROD0007,Category 5,80.87,2022-10-08
CUST0006,PROD0015,Category 9,161.16,2022-07-24
CUST0284,PROD0005,Category 5,152.7,2021-03-13
CUST0186,PROD0011,Category 2,45.11,2024-02-24
CUST0402,PROD0023,Category 2,29.96,2022-09-07
CUST0203,PROD0033,Category 2,141.79,2023-06-27
CUST0123,PROD0050,Category 10,160.32,2022-01-14
CUST0146,PROD0018,Category 2,143.85,2024-02-13
CUST0109,PROD0014,Category 4,188.13,2020-03-04
CUST0112,PROD0049,Category 2,41.32,2020-08-19
CUST0308,PROD0014,Category 4,185.48,2020-07-20
CUST0176,PROD0027,Category 10,47.46,2024-10-11
CUST0339,PROD0018,Category 2,118.09,2024-12-31
CUST0287,PROD0008,Category 10,139.36,2024-08-22
CUST0388,PROD0050,Category 10,43.61,2023-06-17
CUST0172,PROD0012,Category 4,120.54,2021-05-14
CUST0210,PROD0002,Category 1,146.71,2023-03-22
CUST0106,PROD0015,Category 9,80.95,2022-01-16
CUST0380,PROD0006,Category 3,199.27,2024-07-08
CUST0138,PROD0022,Category 8,78.49,2021-05-13
CUST0234,PROD0048,Category 4,185.09,2020-04-10
CUST0451,PROD0018,Category 2,195.95,2023-11-23
CUST0068,PROD0014,Category 4,148.57,2024-06-26
CUST0384,PROD0029,Category 2,172.58,2020-06-13
CUST0498,PROD0049,Category 2,66.12,2022-06-09
CUST0022,PROD0009,Category 3,128.66,2021-09-28
CUST0188,PROD0047,Category 6,54.52,2021-05-11
CUST0109,PROD0012,Category 4,178.1,2023-01-12
CUST0233,PROD0025,Category 1,58.78,2022-04-15
CUST0028,PROD0002,Category 1,190.91,2021-04-25
CUST0236,PROD0029,Category 2,193.26,2021-09-17
CUST0391,PROD0043,Category 9,47.1,2020-03-13
CUST0106,PROD0006,Category 3,36.93,2024-02-01
CUST0227,PROD0005,Category 5,34.0,2024-12-17
CUST0264,PROD0045,Category 5,168.12,2023-09-09
CUST0432,PROD0018,Category 2,199.63,2021-07-16
CUST0087,PROD0047,Category 6,174.17,2020-07-09
CUST0456,PROD0046,Category 3,182.55,2020-11-22
CUST0432,PROD0048,Category 4,108.6,2024-02-24
CUST0366,PROD0007,Category 5,141.95,2021-01-06
CUST0498,PROD0003,Category 4,129.91,2022-11-11
CUST0311,PROD0026,Category 3,56.75,2022-04-19
CUST0042,PROD0019,Category 4,109.26,2024-05-23
CUST0197,PROD0021,Category 2,159.24,2020-07-04
CUST0021,PROD0037,Category 5,123.34,2020-03-29
CUST0086,PROD0006,Category 3,135.71,2020-07-13
CUST0120,PROD0001,Category 6,107.67,2021-03-27
CUST0207,PROD0014,Category 4,70.55,2022-06-19
CUST0290,PROD0037,Category 5,45.35,2023-06-25
CUST0001,PROD0029,Category 2,137.61,2020-05-30
CUST0006,PROD0016,Category 6,138.4,2023-10-26
CUST0065,PROD0049,Category 2,104.83,2022-05-12
CUST0128,PROD0042,Category 10,23.64,2020-07-15
CUST0363,PROD0037,Category 5,158.25,2024-07-04
CUST0092,PROD0002,Category 1,131.62,2023-03-08
CUST0474,PROD0004,Category 1,87.07,2024-01-07
CUST0444,PROD0043,Category 9,177.77,2024-01-19
CUST0382,PROD0001,Category 6,149.17,2020-06-22
CUST0166,PROD0026,Category 3,121.17,2021-06-29
CUST0300,PROD0038,Category 6,44.05,2022-01-10
CUST0125,PROD0035,Category 2,126.77,2025-01-03
CUST0422,PROD0046,Category 3,161.28,2022-09-15
CUST0096,PROD0043,Category 9,146.92,2024-03-20
CUST0313,PROD0028,Category 5,169.39,2022-05-26
CUST0067,PROD0008,Category 10,54.88,2020-07-19
CUST0483,PROD0048,Category 4,134.04,2024-05-24
CUST0424,PROD0049,Category 2,13.73,2020-11-22
CUST0340,PROD0022,Category 8,190.39,2020-01-31
CUST0097,PROD0045,Category 5,25.64,2020-08-04
CUST0495,PROD0019,Category 4,63.7,2023-09-09
CUST0422,PROD0019,Category 4,77.24,2023-12-17
CUST0370,PROD0042,Category 10,139.63,2023-03-02
CUST0017,PROD0004,Category 1,37.49,2020-06-11
CUST0099,PROD0003,Category 4,61.85,2021-10-04
CUST0242,PROD0021,Category 2,100.29,2022-02-21
CUST0424,PROD0034,Category 6,189.77,2022-05-30
CUST0209,PROD0026,Category 3,85.04,2024-06-05
CUST0297,PROD0016,Category 6,13.01,2022-12-10
CUST0242,PROD0005,Category 5,10.43,2020-06-05
CUST0366,PROD0033,Category 2,76.36,2022-06-20
CUST0126,PROD0043,Category 9,187.17,2020-06-19
CUST0228,PROD0004,Category 1,175.91,2020-03-31
CUST0447,PROD0009,Category 3,187.03,2020-06-25
CUST0121,PROD0005,Category 5,132.37,2022-06-01
CUST0172,PROD0041,Category 7,11.21,2024-10-08
